"Town","FIPS","Year","Year Submitted","Town Profile Year","Entry","Rank","Variable","Measure Type","Value"
"Chaplin","0901513810",2014,2015,2016,"SBA Networks",6,"Percent of Top 10 Total Grand List","Percent",3.23
"Chaplin","0901513810",2014,2015,2016,"Ives Kenneth & Jessica",7,"Percent of Top 10 Total Grand List","Percent",3.14
"Chaplin","0901513810",2014,2015,2016,"Kelly Kristin",8,"Percent of Top 10 Total Grand List","Percent",2.79
"Chaplin","0901513810",2014,2015,2016,"Mott Robert EC & Ellen & Clavins Holdings",9,"Percent of Top 10 Total Grand List","Percent",2.42
"Chaplin","0901513810",2014,2015,2016,"Landon Walter",10,"Percent of Top 10 Total Grand List","Percent",2.39
"Chaplin","0901513810",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",6.23
"Chaplin","0901513810",2014,2015,2016,"Algonquin Gas Transmission LLC",2,"Percent of Total Grand List","Percent",3.14
"Chaplin","0901513810",2014,2015,2016,"Zlotnicks Realty",3,"Percent of Total Grand List","Percent",0.62
"Chaplin","0901513810",2014,2015,2016,"Verizon Wireless",4,"Percent of Total Grand List","Percent",0.59
"Chaplin","0901513810",2014,2015,2016,"Eden Institute Foundation Inc",5,"Percent of Total Grand List","Percent",0.47
"Chaplin","0901513810",2014,2015,2016,"SBA Networks",6,"Percent of Total Grand List","Percent",0.41
"Chaplin","0901513810",2014,2015,2016,"Ives Kenneth & Jessica",7,"Percent of Total Grand List","Percent",0.4
"Chaplin","0901513810",2014,2015,2016,"Kelly Kristin",8,"Percent of Total Grand List","Percent",0.36
"Chaplin","0901513810",2014,2015,2016,"Mott Robert EC & Ellen & Clavins Holdings",9,"Percent of Total Grand List","Percent",0.31
"Chaplin","0901513810",2014,2015,2016,"Landon Walter",10,"Percent of Total Grand List","Percent",0.31
"Cheshire","0900914160",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",39093460
"Cheshire","0900914160",2014,2015,2016,"Industrial Ave",2,"Grand List Value","Number",378112800
"Cheshire","0900914160",2014,2015,2016,"Bozzuto's Inc",3,"Grand List Value","Number",29916970
"Cheshire","0900914160",2014,2015,2016,"Macy's Corp Services Inc",4,"Grand List Value","Number",18918480
"Cheshire","0900914160",2014,2015,2016,"WE 350 Knotter Cheshire",5,"Grand List Value","Number",16957695
"Cheshire","0900914160",2014,2015,2016,"CT Indy CH LLC",6,"Grand List Value","Number",15981780
"Cheshire","0900914160",2014,2015,2016,"Yankee Gas Services",7,"Grand List Value","Number",13198110
"Cheshire","0900914160",2014,2015,2016,"Alexion Pharmaceuticals",8,"Grand List Value","Number",10203690
"Cheshire","0900914160",2014,2015,2016,"WFM Properties Cheshire LLC",9,"Grand List Value","Number",7972910
"Cheshire","0900914160",2014,2015,2016,"Marshall Enterprises LLC",10,"Grand List Value","Number",7844560
"Cheshire","0900914160",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",1.43
"Cheshire","0900914160",2014,2015,2016,"Industrial Ave",2,"Percent of Net Grand List","Percent",13.87
"Cheshire","0900914160",2014,2015,2016,"Bozzuto's Inc",3,"Percent of Net Grand List","Percent",1.1
"Cheshire","0900914160",2014,2015,2016,"Macy's Corp Services Inc",4,"Percent of Net Grand List","Percent",0.69
"Cheshire","0900914160",2014,2015,2016,"WE 350 Knotter Cheshire",5,"Percent of Net Grand List","Percent",0.62
"Cheshire","0900914160",2014,2015,2016,"CT Indy CH LLC",6,"Percent of Net Grand List","Percent",0.59
"Cheshire","0900914160",2014,2015,2016,"Yankee Gas Services",7,"Percent of Net Grand List","Percent",0.48
"Cheshire","0900914160",2014,2015,2016,"Alexion Pharmaceuticals",8,"Percent of Net Grand List","Percent",0.37
"Cheshire","0900914160",2014,2015,2016,"WFM Properties Cheshire LLC",9,"Percent of Net Grand List","Percent",0.29
"Cheshire","0900914160",2014,2015,2016,"Marshall Enterprises LLC",10,"Percent of Net Grand List","Percent",0.29
"Cheshire","0900914160",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",7.26
"Cheshire","0900914160",2014,2015,2016,"Industrial Ave",2,"Percent of Top 10 Total Grand List","Percent",70.26
"Cheshire","0900914160",2014,2015,2016,"Bozzuto's Inc",3,"Percent of Top 10 Total Grand List","Percent",5.56
"Cheshire","0900914160",2014,2015,2016,"Macy's Corp Services Inc",4,"Percent of Top 10 Total Grand List","Percent",3.52
"Cheshire","0900914160",2014,2015,2016,"WE 350 Knotter Cheshire",5,"Percent of Top 10 Total Grand List","Percent",3.15
"Cheshire","0900914160",2014,2015,2016,"CT Indy CH LLC",6,"Percent of Top 10 Total Grand List","Percent",2.97
"Cheshire","0900914160",2014,2015,2016,"Yankee Gas Services",7,"Percent of Top 10 Total Grand List","Percent",2.45
"Cheshire","0900914160",2014,2015,2016,"Alexion Pharmaceuticals",8,"Percent of Top 10 Total Grand List","Percent",1.9
"Cheshire","0900914160",2014,2015,2016,"WFM Properties Cheshire LLC",9,"Percent of Top 10 Total Grand List","Percent",1.48
"Cheshire","0900914160",2014,2015,2016,"Marshall Enterprises LLC",10,"Percent of Top 10 Total Grand List","Percent",1.46
"Cheshire","0900914160",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",1.39
"Cheshire","0900914160",2014,2015,2016,"Industrial Ave",2,"Percent of Total Grand List","Percent",13.47
"Cheshire","0900914160",2014,2015,2016,"Bozzuto's Inc",3,"Percent of Total Grand List","Percent",1.07
"Cheshire","0900914160",2014,2015,2016,"Macy's Corp Services Inc",4,"Percent of Total Grand List","Percent",0.67
"Cheshire","0900914160",2014,2015,2016,"WE 350 Knotter Cheshire",5,"Percent of Total Grand List","Percent",0.6
"Cheshire","0900914160",2014,2015,2016,"CT Indy CH LLC",6,"Percent of Total Grand List","Percent",0.57
"Cheshire","0900914160",2014,2015,2016,"Yankee Gas Services",7,"Percent of Total Grand List","Percent",0.47
"Cheshire","0900914160",2014,2015,2016,"Alexion Pharmaceuticals",8,"Percent of Total Grand List","Percent",0.36
"Cheshire","0900914160",2014,2015,2016,"WFM Properties Cheshire LLC",9,"Percent of Total Grand List","Percent",0.28
"Cheshire","0900914160",2014,2015,2016,"Marshall Enterprises LLC",10,"Percent of Total Grand List","Percent",0.28
"Chester","0900714300",2012,2013,2016,"Chester Woods Inc",1,"Grand List Value","Number",15500480
"Chester","0900714300",2012,2013,2016,"Whelen Engineering Co",2,"Grand List Value","Number",8798870
"Chester","0900714300",2012,2013,2016,"Connecticut Water Company",3,"Grand List Value","Number",6989760
"Chester","0900714300",2012,2013,2016,"Eastern Company",4,"Grand List Value","Number",4317610
"Chester","0900714300",2012,2013,2016,"Connecticut Light & Power Co.",5,"Grand List Value","Number",3932280
"Chester","0900714300",2012,2013,2016,"Whelen Aviation LLC",6,"Grand List Value","Number",3851810
"Chester","0900714300",2012,2013,2016,"Roto Frank of America Inc.",7,"Grand List Value","Number",3742450
"Chester","0900714300",2012,2013,2016,"Schaller Arthur D & Judith B",8,"Grand List Value","Number",2450360
"Chester","0900714300",2012,2013,2016,"Sbriglio Margaret & Robert",9,"Grand List Value","Number",2234740
"Chester","0900714300",2012,2013,2016,"Hays Dawn & Hays Properties LLC",10,"Grand List Value","Number",2163100
"Chester","0900714300",2012,2013,2016,"Chester Woods Inc",1,"Percent of Net Grand List","Percent",3.09
"Chester","0900714300",2012,2013,2016,"Whelen Engineering Co",2,"Percent of Net Grand List","Percent",1.75
"Chester","0900714300",2012,2013,2016,"Connecticut Water Company",3,"Percent of Net Grand List","Percent",1.39
"Chester","0900714300",2012,2013,2016,"Eastern Company",4,"Percent of Net Grand List","Percent",0.86
"Chester","0900714300",2012,2013,2016,"Connecticut Light & Power Co.",5,"Percent of Net Grand List","Percent",0.78
"Chester","0900714300",2012,2013,2016,"Whelen Aviation LLC",6,"Percent of Net Grand List","Percent",0.77
"Chester","0900714300",2012,2013,2016,"Roto Frank of America Inc.",7,"Percent of Net Grand List","Percent",0.75
"Chester","0900714300",2012,2013,2016,"Schaller Arthur D & Judith B",8,"Percent of Net Grand List","Percent",0.49
"Chester","0900714300",2012,2013,2016,"Sbriglio Margaret & Robert",9,"Percent of Net Grand List","Percent",0.45
"Chester","0900714300",2012,2013,2016,"Hays Dawn & Hays Properties LLC",10,"Percent of Net Grand List","Percent",0.43
"Chester","0900714300",2012,2013,2016,"Chester Woods Inc",1,"Percent of Top 10 Total Grand List","Percent",28.71
"Chester","0900714300",2012,2013,2016,"Whelen Engineering Co",2,"Percent of Top 10 Total Grand List","Percent",16.3
"Chester","0900714300",2012,2013,2016,"Connecticut Water Company",3,"Percent of Top 10 Total Grand List","Percent",12.95
"Chester","0900714300",2012,2013,2016,"Eastern Company",4,"Percent of Top 10 Total Grand List","Percent",8
"Chester","0900714300",2012,2013,2016,"Connecticut Light & Power Co.",5,"Percent of Top 10 Total Grand List","Percent",7.28
"Chester","0900714300",2012,2013,2016,"Whelen Aviation LLC",6,"Percent of Top 10 Total Grand List","Percent",7.14
"Chester","0900714300",2012,2013,2016,"Roto Frank of America Inc.",7,"Percent of Top 10 Total Grand List","Percent",6.93
"Chester","0900714300",2012,2013,2016,"Schaller Arthur D & Judith B",8,"Percent of Top 10 Total Grand List","Percent",4.54
"Chester","0900714300",2012,2013,2016,"Sbriglio Margaret & Robert",9,"Percent of Top 10 Total Grand List","Percent",4.14
"Chester","0900714300",2012,2013,2016,"Hays Dawn & Hays Properties LLC",10,"Percent of Top 10 Total Grand List","Percent",4.01
"Chester","0900714300",2012,2013,2016,"Chester Woods Inc",1,"Percent of Total Grand List","Percent",3.03
"Chester","0900714300",2012,2013,2016,"Whelen Engineering Co",2,"Percent of Total Grand List","Percent",1.72
"Chester","0900714300",2012,2013,2016,"Connecticut Water Company",3,"Percent of Total Grand List","Percent",1.37
"Chester","0900714300",2012,2013,2016,"Eastern Company",4,"Percent of Total Grand List","Percent",0.85
"Chester","0900714300",2012,2013,2016,"Connecticut Light & Power Co.",5,"Percent of Total Grand List","Percent",0.77
"Chester","0900714300",2012,2013,2016,"Whelen Aviation LLC",6,"Percent of Total Grand List","Percent",0.75
"Chester","0900714300",2012,2013,2016,"Roto Frank of America Inc.",7,"Percent of Total Grand List","Percent",0.73
"Chester","0900714300",2012,2013,2016,"Schaller Arthur D & Judith B",8,"Percent of Total Grand List","Percent",0.48
"Chester","0900714300",2012,2013,2016,"Sbriglio Margaret & Robert",9,"Percent of Total Grand List","Percent",0.44
"Chester","0900714300",2012,2013,2016,"Hays Dawn & Hays Properties LLC",10,"Percent of Total Grand List","Percent",0.42
"Clinton","0900715350",2013,2014,2016,"Chelsea GCA Realty Partnership LP",1,"Grand List Value","Number",38381100
"Clinton","0900715350",2013,2014,2016,"Connecticut Water Co",2,"Grand List Value","Number",15379620
"Clinton","0900715350",2013,2014,2016,"Chesebrough Ponds",3,"Grand List Value","Number",9191620
"Clinton","0900715350",2013,2014,2016,"JMH Associates",4,"Grand List Value","Number",9094950
"Clinton","0900715350",2013,2014,2016,"Connecticut Light & Power Co.",5,"Grand List Value","Number",8754688
"Clinton","0900715350",2013,2014,2016,"NPNC LLC",6,"Grand List Value","Number",8537110
"Clinton","0900715350",2013,2014,2016,"CIM LLC",7,"Grand List Value","Number",4679000
"Clinton","0900715350",2013,2014,2016,"30 Old Post Road",8,"Grand List Value","Number",3571600
"Clinton","0900715350",2013,2014,2016,"Hammock Development LLC",9,"Grand List Value","Number",3440200
"Clinton","0900715350",2013,2014,2016,"MJM Self Storage of Clinton",10,"Grand List Value","Number",3013100
"Clinton","0900715350",2013,2014,2016,"Chelsea GCA Realty Partnership LP",1,"Percent of Net Grand List","Percent",2.55
"Clinton","0900715350",2013,2014,2016,"Connecticut Water Co",2,"Percent of Net Grand List","Percent",1.02
"Clinton","0900715350",2013,2014,2016,"Chesebrough Ponds",3,"Percent of Net Grand List","Percent",0.61
"Clinton","0900715350",2013,2014,2016,"JMH Associates",4,"Percent of Net Grand List","Percent",0.6
"Clinton","0900715350",2013,2014,2016,"Connecticut Light & Power Co.",5,"Percent of Net Grand List","Percent",0.58
"Clinton","0900715350",2013,2014,2016,"NPNC LLC",6,"Percent of Net Grand List","Percent",0.57
"Clinton","0900715350",2013,2014,2016,"CIM LLC",7,"Percent of Net Grand List","Percent",0.31
"Clinton","0900715350",2013,2014,2016,"30 Old Post Road",8,"Percent of Net Grand List","Percent",0.24
"Clinton","0900715350",2013,2014,2016,"Hammock Development LLC",9,"Percent of Net Grand List","Percent",0.23
"Clinton","0900715350",2013,2014,2016,"MJM Self Storage of Clinton",10,"Percent of Net Grand List","Percent",0.2
"Clinton","0900715350",2013,2014,2016,"Chelsea GCA Realty Partnership LP",1,"Percent of Top 10 Total Grand List","Percent",36.89
"Clinton","0900715350",2013,2014,2016,"Connecticut Water Co",2,"Percent of Top 10 Total Grand List","Percent",14.78
"Clinton","0900715350",2013,2014,2016,"Chesebrough Ponds",3,"Percent of Top 10 Total Grand List","Percent",8.83
"Clinton","0900715350",2013,2014,2016,"JMH Associates",4,"Percent of Top 10 Total Grand List","Percent",8.74
"Clinton","0900715350",2013,2014,2016,"Connecticut Light & Power Co.",5,"Percent of Top 10 Total Grand List","Percent",8.41
"Clinton","0900715350",2013,2014,2016,"NPNC LLC",6,"Percent of Top 10 Total Grand List","Percent",8.21
"Clinton","0900715350",2013,2014,2016,"CIM LLC",7,"Percent of Top 10 Total Grand List","Percent",4.5
"Clinton","0900715350",2013,2014,2016,"30 Old Post Road",8,"Percent of Top 10 Total Grand List","Percent",3.43
"Clinton","0900715350",2013,2014,2016,"Hammock Development LLC",9,"Percent of Top 10 Total Grand List","Percent",3.31
"Clinton","0900715350",2013,2014,2016,"MJM Self Storage of Clinton",10,"Percent of Top 10 Total Grand List","Percent",2.9
"Clinton","0900715350",2013,2014,2016,"Chelsea GCA Realty Partnership LP",1,"Percent of Total Grand List","Percent",2.53
"Clinton","0900715350",2013,2014,2016,"Connecticut Water Co",2,"Percent of Total Grand List","Percent",1.01
"Clinton","0900715350",2013,2014,2016,"Chesebrough Ponds",3,"Percent of Total Grand List","Percent",0.61
"Clinton","0900715350",2013,2014,2016,"JMH Associates",4,"Percent of Total Grand List","Percent",0.6
"Clinton","0900715350",2013,2014,2016,"Connecticut Light & Power Co.",5,"Percent of Total Grand List","Percent",0.58
"Clinton","0900715350",2013,2014,2016,"NPNC LLC",6,"Percent of Total Grand List","Percent",0.56
"Clinton","0900715350",2013,2014,2016,"CIM LLC",7,"Percent of Total Grand List","Percent",0.31
"Clinton","0900715350",2013,2014,2016,"30 Old Post Road",8,"Percent of Total Grand List","Percent",0.24
"Clinton","0900715350",2013,2014,2016,"Hammock Development LLC",9,"Percent of Total Grand List","Percent",0.23
"Clinton","0900715350",2013,2014,2016,"MJM Self Storage of Clinton",10,"Percent of Total Grand List","Percent",0.2
"Colchester","0901115910",2009,2010,2016,"Country Place of Colcherster",1,"Grand List Value","Number",10554500
"Colchester","0901115910",2009,2010,2016,"Connecticut Light & Power",2,"Grand List Value","Number",9838680
"Colchester","0901115910",2009,2010,2016,"SS1 Colchester",3,"Grand List Value","Number",8104000
"Colchester","0901115910",2009,2010,2016,"White Oak Development",4,"Grand List Value","Number",4572330
"Colchester","0901115910",2009,2010,2016,"Genesis Health Ventures of Bloomfield",5,"Grand List Value","Number",4270300
"Colchester","0901115910",2009,2010,2016,"S & S Worldwide",6,"Grand List Value","Number",3832700
"Colchester","0901115910",2009,2010,2016,"Balaban Road Associates",7,"Grand List Value","Number",3768900
"Colchester","0901115910",2009,2010,2016,"Alpha Q Inc.",8,"Grand List Value","Number",3694520
"Colchester","0901115910",2009,2010,2016,"GND Too of Colchester",9,"Grand List Value","Number",3394800
"Colchester","0901115910",2009,2010,2016,"Sharr Realty LLC",10,"Grand List Value","Number",3321000
"Colchester","0901115910",2009,2010,2016,"Country Place of Colcherster",1,"Percent of Net Grand List","Percent",0.83
"Colchester","0901115910",2009,2010,2016,"Connecticut Light & Power",2,"Percent of Net Grand List","Percent",0.77
"Colchester","0901115910",2009,2010,2016,"SS1 Colchester",3,"Percent of Net Grand List","Percent",0.64
"Colchester","0901115910",2009,2010,2016,"White Oak Development",4,"Percent of Net Grand List","Percent",0.36
"Colchester","0901115910",2009,2010,2016,"Genesis Health Ventures of Bloomfield",5,"Percent of Net Grand List","Percent",0.33
"Colchester","0901115910",2009,2010,2016,"S & S Worldwide",6,"Percent of Net Grand List","Percent",0.3
"Colchester","0901115910",2009,2010,2016,"Balaban Road Associates",7,"Percent of Net Grand List","Percent",0.3
"Colchester","0901115910",2009,2010,2016,"Alpha Q Inc.",8,"Percent of Net Grand List","Percent",0.29
"Colchester","0901115910",2009,2010,2016,"GND Too of Colchester",9,"Percent of Net Grand List","Percent",0.27
"Colchester","0901115910",2009,2010,2016,"Sharr Realty LLC",10,"Percent of Net Grand List","Percent",0.26
"Colchester","0901115910",2009,2010,2016,"Country Place of Colcherster",1,"Percent of Top 10 Total Grand List","Percent",19.07
"Colchester","0901115910",2009,2010,2016,"Connecticut Light & Power",2,"Percent of Top 10 Total Grand List","Percent",17.77
"Colchester","0901115910",2009,2010,2016,"SS1 Colchester",3,"Percent of Top 10 Total Grand List","Percent",14.64
"Colchester","0901115910",2009,2010,2016,"White Oak Development",4,"Percent of Top 10 Total Grand List","Percent",8.26
"Colchester","0901115910",2009,2010,2016,"Genesis Health Ventures of Bloomfield",5,"Percent of Top 10 Total Grand List","Percent",7.71
"Colchester","0901115910",2009,2010,2016,"S & S Worldwide",6,"Percent of Top 10 Total Grand List","Percent",6.92
"Colchester","0901115910",2009,2010,2016,"Balaban Road Associates",7,"Percent of Top 10 Total Grand List","Percent",6.81
"Colchester","0901115910",2009,2010,2016,"Alpha Q Inc.",8,"Percent of Top 10 Total Grand List","Percent",6.67
"Colchester","0901115910",2009,2010,2016,"GND Too of Colchester",9,"Percent of Top 10 Total Grand List","Percent",6.13
"Colchester","0901115910",2009,2010,2016,"Sharr Realty LLC",10,"Percent of Top 10 Total Grand List","Percent",6
"Colchester","0901115910",2009,2010,2016,"Country Place of Colcherster",1,"Percent of Total Grand List","Percent",0.82
"Colchester","0901115910",2009,2010,2016,"Connecticut Light & Power",2,"Percent of Total Grand List","Percent",0.77
"Colchester","0901115910",2009,2010,2016,"SS1 Colchester",3,"Percent of Total Grand List","Percent",0.63
"Colchester","0901115910",2009,2010,2016,"White Oak Development",4,"Percent of Total Grand List","Percent",0.36
"Colchester","0901115910",2009,2010,2016,"Genesis Health Ventures of Bloomfield",5,"Percent of Total Grand List","Percent",0.33
"Colchester","0901115910",2009,2010,2016,"S & S Worldwide",6,"Percent of Total Grand List","Percent",0.3
"Colchester","0901115910",2009,2010,2016,"Balaban Road Associates",7,"Percent of Total Grand List","Percent",0.29
"Colchester","0901115910",2009,2010,2016,"Alpha Q Inc.",8,"Percent of Total Grand List","Percent",0.29
"Colchester","0901115910",2009,2010,2016,"GND Too of Colchester",9,"Percent of Total Grand List","Percent",0.26
"Colchester","0901115910",2009,2010,2016,"Sharr Realty LLC",10,"Percent of Total Grand List","Percent",0.26
"Colebrook","0900516050",2014,2015,2016,"Metropolitan District",1,"Grand List Value","Number",17374680
"Colebrook","0900516050",2014,2015,2016,"Connecticut Light & Power",2,"Grand List Value","Number",2388650
"Colebrook","0900516050",2014,2015,2016,"Wagner Susan N",3,"Grand List Value","Number",964170
"Colebrook","0900516050",2014,2015,2016,"Somers Michael I & Stella Flame",4,"Grand List Value","Number",899040
"Colebrook","0900516050",2014,2015,2016,"Wheeler Debra & Bradley",5,"Grand List Value","Number",898530
"Colebrook","0900516050",2014,2015,2016,"Harder Vickie L",6,"Grand List Value","Number",863400
"Colebrook","0900516050",2014,2015,2016,"Lauren Jerome & Susan",7,"Grand List Value","Number",842980
"Colebrook","0900516050",2014,2015,2016,"Solomon David J & Dawn",8,"Grand List Value","Number",814000
"Colebrook","0900516050",2014,2015,2016,"Small Jonahan A & Cornelia M",9,"Grand List Value","Number",808020
"Colebrook","0900516050",2014,2015,2016,"Bernstein Peter W & Amy D",10,"Grand List Value","Number",788330
"Colebrook","0900516050",2014,2015,2016,"Metropolitan District",1,"Percent of Net Grand List","Percent",9.43
"Colebrook","0900516050",2014,2015,2016,"Connecticut Light & Power",2,"Percent of Net Grand List","Percent",1.3
"Colebrook","0900516050",2014,2015,2016,"Wagner Susan N",3,"Percent of Net Grand List","Percent",0.52
"Colebrook","0900516050",2014,2015,2016,"Somers Michael I & Stella Flame",4,"Percent of Net Grand List","Percent",0.49
"Colebrook","0900516050",2014,2015,2016,"Wheeler Debra & Bradley",5,"Percent of Net Grand List","Percent",0.49
"Colebrook","0900516050",2014,2015,2016,"Harder Vickie L",6,"Percent of Net Grand List","Percent",0.47
"Colebrook","0900516050",2014,2015,2016,"Lauren Jerome & Susan",7,"Percent of Net Grand List","Percent",0.46
"Colebrook","0900516050",2014,2015,2016,"Solomon David J & Dawn",8,"Percent of Net Grand List","Percent",0.44
"Colebrook","0900516050",2014,2015,2016,"Small Jonahan A & Cornelia M",9,"Percent of Net Grand List","Percent",0.44
"Colebrook","0900516050",2014,2015,2016,"Bernstein Peter W & Amy D",10,"Percent of Net Grand List","Percent",0.43
"Colebrook","0900516050",2014,2015,2016,"Metropolitan District",1,"Percent of Top 10 Total Grand List","Percent",65.22
"Colebrook","0900516050",2014,2015,2016,"Connecticut Light & Power",2,"Percent of Top 10 Total Grand List","Percent",8.97
"Colebrook","0900516050",2014,2015,2016,"Wagner Susan N",3,"Percent of Top 10 Total Grand List","Percent",3.62
"Colebrook","0900516050",2014,2015,2016,"Somers Michael I & Stella Flame",4,"Percent of Top 10 Total Grand List","Percent",3.37
"Colebrook","0900516050",2014,2015,2016,"Wheeler Debra & Bradley",5,"Percent of Top 10 Total Grand List","Percent",3.37
"Colebrook","0900516050",2014,2015,2016,"Harder Vickie L",6,"Percent of Top 10 Total Grand List","Percent",3.24
"Colebrook","0900516050",2014,2015,2016,"Lauren Jerome & Susan",7,"Percent of Top 10 Total Grand List","Percent",3.16
"Colebrook","0900516050",2014,2015,2016,"Solomon David J & Dawn",8,"Percent of Top 10 Total Grand List","Percent",3.06
"Colebrook","0900516050",2014,2015,2016,"Small Jonahan A & Cornelia M",9,"Percent of Top 10 Total Grand List","Percent",3.03
"Colebrook","0900516050",2014,2015,2016,"Bernstein Peter W & Amy D",10,"Percent of Top 10 Total Grand List","Percent",2.96
"Colebrook","0900516050",2014,2015,2016,"Metropolitan District",1,"Percent of Total Grand List","Percent",9.37
"Colebrook","0900516050",2014,2015,2016,"Connecticut Light & Power",2,"Percent of Total Grand List","Percent",1.29
"Colebrook","0900516050",2014,2015,2016,"Wagner Susan N",3,"Percent of Total Grand List","Percent",0.52
"Colebrook","0900516050",2014,2015,2016,"Somers Michael I & Stella Flame",4,"Percent of Total Grand List","Percent",0.48
"Colebrook","0900516050",2014,2015,2016,"Wheeler Debra & Bradley",5,"Percent of Total Grand List","Percent",0.48
"Colebrook","0900516050",2014,2015,2016,"Harder Vickie L",6,"Percent of Total Grand List","Percent",0.47
"Colebrook","0900516050",2014,2015,2016,"Lauren Jerome & Susan",7,"Percent of Total Grand List","Percent",0.45
"Colebrook","0900516050",2014,2015,2016,"Solomon David J & Dawn",8,"Percent of Total Grand List","Percent",0.44
"Colebrook","0900516050",2014,2015,2016,"Small Jonahan A & Cornelia M",9,"Percent of Total Grand List","Percent",0.44
"Colebrook","0900516050",2014,2015,2016,"Bernstein Peter W & Amy D",10,"Percent of Total Grand List","Percent",0.43
"Columbia","0901316400",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",8364955
"Columbia","0901316400",2014,2015,2016,"Angelides Michael J & Susan H",2,"Grand List Value","Number",3365500
"Columbia","0901316400",2014,2015,2016,"DNB LLC",3,"Grand List Value","Number",2412500
"Columbia","0901316400",2014,2015,2016,"Columbia Manufacturing",4,"Grand List Value","Number",1487500
"Columbia","0901316400",2014,2015,2016,"Tourgate Realty Inc.",5,"Grand List Value","Number",1456800
"Columbia","0901316400",2014,2015,2016,"Commerce Drive LLC",6,"Grand List Value","Number",1219360
"Columbia","0901316400",2014,2015,2016,"Kasica Gene",7,"Grand List Value","Number",169450
"Columbia","0901316400",2014,2015,2016,"OSWA LLC",8,"Grand List Value","Number",1132700
"Columbia","0901316400",2014,2015,2016,"Englert Alice M Trustee",9,"Grand List Value","Number",1033400
"Columbia","0901316400",2014,2015,2016,"Wile Andrew",10,"Grand List Value","Number",982500
"Columbia","0901316400",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",1.77
"Columbia","0901316400",2014,2015,2016,"Angelides Michael J & Susan H",2,"Percent of Net Grand List","Percent",0.71
"Columbia","0901316400",2014,2015,2016,"DNB LLC",3,"Percent of Net Grand List","Percent",0.51
"Columbia","0901316400",2014,2015,2016,"Columbia Manufacturing",4,"Percent of Net Grand List","Percent",0.32
"Columbia","0901316400",2014,2015,2016,"Tourgate Realty Inc.",5,"Percent of Net Grand List","Percent",0.31
"Columbia","0901316400",2014,2015,2016,"Commerce Drive LLC",6,"Percent of Net Grand List","Percent",0.26
"Columbia","0901316400",2014,2015,2016,"Kasica Gene",7,"Percent of Net Grand List","Percent",0.04
"Columbia","0901316400",2014,2015,2016,"OSWA LLC",8,"Percent of Net Grand List","Percent",0.24
"Columbia","0901316400",2014,2015,2016,"Englert Alice M Trustee",9,"Percent of Net Grand List","Percent",0.22
"Columbia","0901316400",2014,2015,2016,"Wile Andrew",10,"Percent of Net Grand List","Percent",0.21
"Columbia","0901316400",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",38.68
"Columbia","0901316400",2014,2015,2016,"Angelides Michael J & Susan H",2,"Percent of Top 10 Total Grand List","Percent",15.56
"Columbia","0901316400",2014,2015,2016,"DNB LLC",3,"Percent of Top 10 Total Grand List","Percent",11.16
"Columbia","0901316400",2014,2015,2016,"Columbia Manufacturing",4,"Percent of Top 10 Total Grand List","Percent",6.88
"Columbia","0901316400",2014,2015,2016,"Tourgate Realty Inc.",5,"Percent of Top 10 Total Grand List","Percent",6.74
"Columbia","0901316400",2014,2015,2016,"Commerce Drive LLC",6,"Percent of Top 10 Total Grand List","Percent",5.64
"Columbia","0901316400",2014,2015,2016,"Kasica Gene",7,"Percent of Top 10 Total Grand List","Percent",0.78
"Columbia","0901316400",2014,2015,2016,"OSWA LLC",8,"Percent of Top 10 Total Grand List","Percent",5.24
"Columbia","0901316400",2014,2015,2016,"Englert Alice M Trustee",9,"Percent of Top 10 Total Grand List","Percent",4.78
"Columbia","0901316400",2014,2015,2016,"Wile Andrew",10,"Percent of Top 10 Total Grand List","Percent",4.54
"Columbia","0901316400",2014,2015,2016,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",1.76
"Columbia","0901316400",2014,2015,2016,"Angelides Michael J & Susan H",2,"Percent of Total Grand List","Percent",0.71
"Columbia","0901316400",2014,2015,2016,"DNB LLC",3,"Percent of Total Grand List","Percent",0.51
"Columbia","0901316400",2014,2015,2016,"Columbia Manufacturing",4,"Percent of Total Grand List","Percent",0.31
"Columbia","0901316400",2014,2015,2016,"Tourgate Realty Inc.",5,"Percent of Total Grand List","Percent",0.31
"Columbia","0901316400",2014,2015,2016,"Commerce Drive LLC",6,"Percent of Total Grand List","Percent",0.26
"Columbia","0901316400",2014,2015,2016,"Kasica Gene",7,"Percent of Total Grand List","Percent",0.04
"Columbia","0901316400",2014,2015,2016,"OSWA LLC",8,"Percent of Total Grand List","Percent",0.24
"Columbia","0901316400",2014,2015,2016,"Englert Alice M Trustee",9,"Percent of Total Grand List","Percent",0.22
